AN201703290449628580,32197,80203940,长川科技,300604,300604,19050000.00,19050000.00,19000.00,188860.00,9.94,2017-04-05,2017-04-07,,22.97,0.0134,,,36975700,cyb,500.00,,190000.00,,,,http://topic.eastmoney.com/HZCCKJIPO/,主要从事集成电路专用设备的研发、生产和销售,9.94,1.900000,18.890000,,79.22,,9.94,1.90,18.89,19.00,待上市,,,,,,22.97,79.22,2017-04-07,9.94,22.97,,9.94,22.99
AN201703290449598386,32105,80432874,坤彩科技,603826,732826,90000000.00,81000000.00,36000.00,244440.00,6.79,2017-03-31,2017-04-06,,22.97,0.0460,,722.76,14763100,sh,1000.00,39028900000.00,360000.00,,,,http://topic.eastmoney.com/FJKCCLIPO/,珠光材料的研发、生产和销售。,6.79,3.600000,24.450000,8.06,37.17,4817,6.79,3.60,24.44,36.00,待上市,,,,,AN201703200422418558,22.97,37.17,2017-04-06,6.79,22.97,,6.79,22.99
AN201703290449598388,32120,80277660,科林电气,603050,732050,33340000.00,30006000.00,13000.00,133770.00,10.29,2017-03-31,2017-04-06,,22.99,0.0279,,714.44,36939000,sh,1000.00,14291600000.00,130000.00,,,,http://topic.eastmoney.com/SJZKLDQIPO/,公司专注于智能电网业务领域&sbquo;专业从事智能电网配电、变电、用电、高低压开关及成套设备、分布式光伏发电设备等产品的研发、生产、销售和技术服务。,10.29,1.300000,13.380000,10.63,36.98,4740,10.29,1.30,13.38,13.00,待上市,,,,,AN201703210425317766,22.99,37.07,2017-04-06,10.29,22.99,,10.29,22.99
AN201703290449628575,32138,80398457,瀛通通讯,002861,002861,30680000.00,27612000.00,12000.00,207000.00,17.25,2017-03-31,2017-04-06,,22.70,0.0236,,2172.88,36608200,zxb,500.00,40002800000.00,120000.00,,,,http://topic.eastmoney.com/YTTXXCIPO/,耳机用微细通讯线材为代表的各类电声产品、数据线及其他通讯线材的研发、生产和销售,17.25,1.200000,20.700000,20.74,58.51,4891,17.25,1.20,20.70,12.00,待上市,,,,,AN201703220428989957,22.70,58.51,2017-04-06,17.25,22.70,,17.47,22.99
AN201703280445790256,32104,80386177,联泰环保,603797,732797,53340000.00,48006000.00,21000.00,125160.00,5.96,2017-03-30,2017-04-05,,22.98,0.0346,,934.85,17205000,sh,1000.00,29918900000.00,210000.00,,,,http://topic.eastmoney.com/LTHBIPO/,专业从事城镇污水处理设施的投资、建设和运营管理,5.96,2.100000,12.520000,5.96,48.91,4625,5.96,2.10,12.52,21.00,待上市,,,,,AN201703200422418856,22.98,49.10,2017-04-05,5.96,22.98,,5.96,22.99
AN201703280445849599,32122,80439298,凯普生物,300639,300639,22500000.00,20250000.00,7500.00,137925.00,18.39,2017-03-30,2017-04-05,,22.99,0.0265,,1977.17,34724100,cyb,500.00,29657600000.00,75000.00,,,,http://topic.eastmoney.com/GDKPSWKJIPO/,分子诊断试剂、分子诊断配套仪器等体外诊断相关产品的研发、生产和销售,18.39,0.750000,13.800000,18.38,44.15,5896,18.39,0.75,13.79,7.50,待上市,,,,,AN201703210425331946,22.98,44.15,2017-04-05,18.39,22.98,,18.39,22.99
AN201703280445843666,32121,80463377,扬帆新材,300637,300637,30000000.00,27000000.00,12000.00,120240.00,10.02,2017-03-30,2017-04-05,,19.95,0.0256,,2874.34,19537500,cyb,500.00,51738100000.00,120000.00,,,,http://topic.eastmoney.com/ZJYFXCLIPO/,从事光引发剂产品及巯基化合物及衍生产品等精细化工新材料的研发、生产和销售,10.02,1.200000,12.030000,10.02,48.66,5044,10.02,1.20,12.02,12.00,待上市,,,,,AN201703210425331957,19.95,48.66,2017-04-05,10.02,19.95,,11.54,22.99
AN201703270443022440,32103,80201650,利群股份,601366,780366,176000000.00,158400000.00,52000.00,458640.00,8.82,2017-03-29,2017-03-31,,22.98,0.0779,,733.11,11317600,sh,1000.00,90319000000.00,520000.00,,,,http://topic.eastmoney.com/lqbhjt2014/,从事以百货、超市和电器为核心主业的零售连锁业务&sbquo;和以城市物流中心为辅的品牌代理和商业物流业务。,8.82,5.200000,45.870000,8.82,44.86,4456,8.82,5.20,45.86,52.00,待上市,,,,,AN201703200422418559,22.98,44.86,2017-03-31,8.82,22.98,,8.82,22.99
AN201703270441774536,32158,80427684,实丰文化,002862,002862,20000000.00,20000000.00,20000.00,223400.00,11.17,2017-03-29,2017-03-31,,22.98,0.0127,,,43975500,zxb,500.00,,200000.00,,,,http://topic.eastmoney.com/SFWHFZIPO/,各类玩具的研发设计、生产与销售,11.17,2.000000,22.340000,,67.53,,11.17,2,22.34,20.00,待上市,,,,,,22.98,67.53,2017-03-31,11.17,22.98,,11.17,22.99
AN201703270443028270,32106,80198829,星帅尔,002860,002860,18994670.00,13680000.00,7500.00,148575.00,19.81,2017-03-29,2017-03-31,,20.74,0.0157,,2002.98,63310800,zxb,500.00,24436300000.00,75000.00,,,,http://topic.eastmoney.com/HZXSEDQIPO/,冰箱与冷柜等领域的压缩机关键零部件的研发、生产和销售,19.81,0.750000,14.860000,19.79,36.86,6074,19.81,0.80,15.85,8.00,待上市,,,,,AN201703200422436462,20.74,36.86,2017-03-31,19.81,20.74,,21.95,22.99
AN201703220428974523,32136,80426002,江化微,603078,732078,15000000.00,15000000.00,15000.00,362700.00,24.18,2017-03-27,2017-03-29,2017-04-10,22.99,0.0127,,,190091400,sh,1000.00,,150000.00,,,,http://topic.eastmoney.com/JHWDZCLIPO/,超净高纯试剂、光刻胶及光刻胶配套试剂等专用湿电子化学品的研发、生产和销售.,24.18,1.500000,36.270000,,48.49,,24.18,1.50,36.27,15.00,待上市,,,,,,22.98,48.49,2017-03-29,24.18,22.98,,24.18,22.99
AN201703220428990230,32137,80439301,广和通,300638,300638,20000000.00,20000000.00,20000.00,209000.00,10.45,2017-03-27,2017-03-29,,22.97,0.0139,,,37647400,cyb,500.00,,200000.00,,,,http://topic.eastmoney.com/SZSGHTWXIPO/,物联网与移动互联网无线通信技术和应用的推广及其解决方案,10.45,2.000000,20.900000,,58,,10.45,2,20.90,20.00,待上市,,,,,,22.97,58.00,2017-03-29,10.45,22.97,,10.45,22.99
AN201703210425317748,32015,80431586,龙蟠科技,603906,732906,52000000.00,46800000.00,20000.00,190400.00,9.52,2017-03-23,2017-03-27,2017-04-10,22.99,0.0344,,1131.56,27638400,sh,1000.00,35304700000.00,200000.00,,,,http://topic.eastmoney.com/JSLPKJIPO/,车用环保精细化学品的研发、生产和销售。,9.52,2.000000,19.040000,9.53,48.36,4250,9.52,2,19.04,20.00,待上市,,,,,AN201703130405240756,22.98,48.36,2017-03-27,9.52,22.98,,9.52,22.99
